0.6880638,0.4753341,0.9179699,0.81186485,0.40340644,0.74473435,0.45461595,0.2143718,0.8836241,0.98904973,0.44434214,0.3404783,0.55080026,0.6818533,0.35438943,0.6703261,0.04306537,0.8591501,0.17759603,0.78490853,0.76728326,0.87363356,0.793554,0.63792056,0.7554762,0.53769577,0.5104798,0.19893014,0.59081405,0.92995757,0.21532339,0.2223522,0.25931513,0.061203063,0.2640071,0.6705162,0.9155354,0.7926556,0.36925268,0.47286826,0.19028175,0.14694512,0.7013611,0.15052158,0.4847188,0.86491853,0.9468069,0.45506072,0.810218,0.54530334,0.48798645,0.6574513,0.9721159,0.40544403,0.32042027,0.8374438,0.036529064,0.9567944,0.034787536,0.34198552,0.04395902,0.17611569,0.7121251,0.14444512,0.2761814,0.940561,0.041237533,0.8021625,0.18154836,0.090804875,0.32583928,7.914305E-4,0.4091583,0.89052874,0.34133327,0.72859395,0.5883089,0.40292335,0.5916579,0.14637333
0.26332146,0.33609515,0.34771442,0.4288171,0.20539534,0.7906435,0.6910029,0.73602206,0.57594913,0.5361321,0.48789907,0.030861855,0.7163694,0.55124295,0.9582428,0.45523643,0.7467904,0.5782456,0.031468987,0.1983397,0.43416744,0.9998187,0.5874005,0.28074712,0.65329605,0.96965194,0.6181726,0.0028358102,0.13252336,0.08265501,0.31182832,0.29390734,0.4207571,0.011692882,0.6142948,0.19411469,0.20920652,0.16181922,0.3702333,0.8152521,0.31840152,0.08692646,0.14827675,0.48462355,0.049878955,0.9050969,0.124197364,0.27016753,0.8870712,0.35589415,0.30645043,0.6220069,0.099072814,0.22416943,0.15034145,0.6184651,0.9949195,0.26007986,0.50588727,0.96182007,0.9387333,0.24397296,0.49454325,0.8847568,0.7646431,0.65823907,0.50374144,0.9723574,0.62496763,0.35747015,0.046123803,0.3118772,0.21907914,0.38519144,0.851101,0.6044871,0.64008737,0.52260256,0.6666783,0.92620325
0.051570356,0.51533395,0.854245,0.74161077,0.07972342,0.09198117,0.79123145,0.8515704,0.14332181,0.63754565,0.2673354,0.008342564,0.113743484,0.6309135,0.7086581,0.5375888,0.3220417,0.003819406,0.00795567,0.061230063,0.33489132,0.37565118,0.62381667,0.1785106,0.3844803,0.5008692,0.16054195,0.11081457,0.34051663,0.21128535,0.90560025,0.99040735,0.59005034,0.012127757,0.41263503,0.8315552,0.7804586,0.3075019,0.63311833,0.6872598,0.6735336,0.8869604,0.85501266,0.0046187043,0.14809024,0.84045094,0.6664812,0.45067173,0.92194766,0.9145871,0.76914686,0.20826209,0.7917269,0.55027264,0.9891645,0.92326593,0.013967574,0.41211873,0.6240628,0.6215128,0.9800491,0.23636031,0.995691,0.27242446,0.12986827,0.77927685,0.009557366,0.53907746,0.36788142,0.67623115,0.7313746,0.16888517,0.3057722,0.14677954,0.6438705,0.50888616,0.877619,0.86891484,0.83012754,0.6038106
0.12805814,0.55104333,0.9112837,0.09840685,0.8367844,0.95005715,0.041841567,0.82829344,0.642108,0.40476042,0.6087535,0.17183995,0.19364595,0.60347724,0.7926114,0.34086752,0.7841366,0.9010791,0.7105705,0.2175309,0.7705225,0.302705,0.17907482,0.77144325,0.735672,0.3885259,0.99616635,0.7034139,0.80834454,0.25606334,0.16240364,0.71418774,0.34732366,0.6844742,0.32857674,0.6580273,0.5062393,0.50015163,0.49798697,0.047222555,0.18179429,0.7568765,0.21969682,0.67561716,0.86634815,0.18912256,0.1136055,0.04361242,0.7856644,0.19714427,0.07335317,0.32607353,0.91678596,0.7609362,0.23190361,0.625971,0.51529706,0.4314683,0.15834486,0.5139175,0.3045916,0.32681298,0.52222407,0.44611007,0.61428034,0.6735433,0.93099254,0.67528766,0.32571864,0.32639664,0.9623785,0.0815109,0.2681473,0.20856881,0.80036455,0.8278473,0.6905573,0.21867698,0.8926827,0.5319982
0.04668075,0.716565,0.8092335,0.39576292,0.7111763,0.7375115,0.9525956,0.37284803,0.48493373,0.9924569,0.9899497,0.4203806,0.14041692,0.030624628,0.20455879,0.374663,0.5511636,0.6010416,0.34679878,0.23695189,0.59316856,0.82225096,0.770138,0.13569951,0.4032002,0.71687126,0.51504576,0.9487393,0.3365987,0.59212965,0.7303305,0.28893393,0.14433855,0.6422442,0.15175015,0.062057674,0.24880606,0.64734477,0.8749065,0.14400452,0.25566566,0.27091467,0.024567664,0.45928282,0.9143128,0.8785459,0.124911904,0.20326978,0.0038026571,0.070792496,0.5821404,0.4815874,0.15000308,0.93837315,0.09796792,0.8515739,0.40136325,0.9958202,0.51330614,0.26913935,0.7365652,0.5574487,0.33775967,0.6609114,0.23199993,0.10537869,0.432244,0.6637246,0.7681855,0.7220862,0.18711501,0.17403579,0.24272889,0.5689852,0.36280322,0.9172336,0.82719153,0.4779094,0.1483317,0.7351581
0.85329676,0.16471362,0.13764763,0.1691764,0.14053375,0.19485903,0.84491915,0.9212319,0.6356704,0.34167987,0.17647815,0.15736789,0.9814426,0.23160744,0.37567902,0.39392442,0.37630314,0.41009915,0.3624817,0.9081526,0.8422929,0.07118809,0.9350565,0.5402231,0.74964947,0.44683635,0.89728487,0.21601272,0.32365155,0.16468757,0.06295198,0.098731935,0.50347245,0.06003511,0.0820747,0.56713206,0.259681,0.9161355,0.7826901,0.079057634,0.58480656,0.24332446,0.9461829,0.7874631,0.33151603,0.46926773,0.18760276,0.67329437,0.82001007,0.16826606,0.52431023,0.1030727,0.30792654,0.21562696,0.7446876,0.5314609,0.6031611,0.9131207,0.36970222,0.4890167,0.09652424,0.23350382,0.69806445,0.7268504,0.54412204,0.80667377,0.5829701,0.15272212,0.98896676,0.18851054,0.4754572,0.9726013,0.18091679,0.27777654,0.23488331,0.7488305,0.84005785,0.57911867,0.92768866,0.16740179
0.6706358,0.8444225,0.5663424,0.45468408,0.4333377,0.59428144,0.56418216,0.14608943,0.838905,0.15059203,0.7598748,0.34911156,0.95470244,0.26529956,0.6867226,0.5900124,0.0900234,0.7647633,0.39437795,0.6318979,0.32078767,0.040379643,0.46923602,0.4123659,0.45819604,0.79090166,0.91846806,0.09729886,0.09029633,0.38787234,0.58310705,0.57532424,0.5148588,0.2109024,0.6076743,0.93218666,0.8241449,0.54296684,0.92555845,0.21863496,0.93791044,0.27687782,0.5068519,0.34789187,0.054250002,0.052657604,0.37287647,0.18344772,0.29574084,0.20234162,0.80157065,0.77453023,0.47097057,0.34508812,0.2507745,0.50049967,0.0022608638,0.8632591,0.91086715,0.34758246,0.5456662,0.15191495,0.39094198,0.17838079,0.45871246,0.2130956,0.3486331,0.19871992,0.5675295,0.24612576,0.22583753,0.67545503,0.11385667,0.64040846,0.062043548,0.6263461,0.9927929,0.62278223,0.36303937,0.7681146
0.5462077,0.5531933,0.52281284,0.56605077,0.07960814,0.9464501,0.475977,0.13839507,0.7003016,0.061108947,0.3206988,0.90714926,0.013339996,0.8166152,0.14962274,0.8955819,0.09355825,0.74486893,0.3885572,0.10870755,0.114712596,0.16117513,0.5277332,0.41929066,0.15111625,0.15150213,0.27438295,0.25692815,0.267191,0.8581349,0.22248495,0.3656029,0.82308966,0.8348493,0.06815654,0.17550069,0.40017682,0.5069236,0.9678593,0.41319376,0.29201657,0.4725756,0.6899471,0.45149595,0.7210409,0.123287976,0.924887,0.34298682,0.88783973,0.8341437,0.25060642,0.27160907,0.401713,0.41550928,0.37987262,0.34272456,0.29357946,0.1486066,0.107520044,0.77703494,0.59449166,0.21472669,0.8159761,0.0069440603,0.74692947,0.7267422,0.055267572,0.23998469,0.976935,0.5784416,0.9840356,0.3631981,0.22132695,0.528967,0.8146717,0.74082845,0.5071366,0.063815,0.65027535,0.39696586
0.504618,0.7386293,0.61360437,0.18207699,0.7083864,0.6761594,0.15654874,0.97054577,0.68426,0.29969674,0.18904656,0.41389072,0.5961643,0.038066506,0.793025,0.7353273,0.79507315,0.8085181,0.9822832,0.9655316,0.31060356,0.39589983,0.25373596,0.62218887,0.2888732,0.11125094,0.64774764,0.37814927,0.6240145,0.18292117,0.12215698,0.7613701,0.54488826,0.45171297,0.25091177,0.4165207,0.7557463,0.9921091,0.4170037,0.23102003,0.85568196,0.038828492,0.6917517,0.5008372,0.3456161,0.97676617,0.7176844,0.8627218,0.19537711,0.45850456,0.95770115,0.5443613,0.012326419,0.8933005,0.28435564,0.44264877,0.6052926,0.44168663,0.7836378,0.008750975,0.65473866,0.22810781,0.88928634,0.038606584,0.21667773,0.11850613,0.17633086,0.3960765,0.5415654,0.10926664,0.7842434,0.8560673,0.77104795,0.03784907,0.046909988,0.58503014,0.2789895,0.993801,0.34287006,0.9804053
0.9956967,0.912335,0.8872996,0.38855785,0.9459133,0.4425522,0.4375353,0.59789306,0.34527814,0.26061338,0.02519536,0.46111566,0.04298681,0.64724135,0.5368914,0.80461985,0.42992502,0.8620468,0.49704123,0.21598345,0.4142589,0.7580927,0.84338367,0.91034454,0.9161889,0.21326357,0.9895994,0.72654206,0.9692402,0.47542745,0.52921456,0.22339886,0.8091563,0.9817289,0.6180887,0.6801487,0.85836345,0.8149264,0.27477258,0.66310555,0.8024185,0.7883951,0.5324983,0.329221,0.73627007,0.4337989,0.865293,0.18778032,0.8171401,0.5196579,0.4735667,0.04136634,0.88504875,0.41388512,0.55952716,0.94923556,0.9422942,0.76825744,0.4360516,0.48887128,0.263497,0.9377564,0.30845225,0.28880805,0.7351997,0.93342906,0.5392934,0.73759055,0.9986705,0.86517,0.672565,0.17528135,0.24481952,0.9725211,0.053714633,0.49625236,0.44243258,0.81977004,0.46305573,0.45167804
